Time,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH
21:00:00,2.1,966,-200,9.5,959,92,838,95,1686,852,3.9,52.7
22:00:00,1.6,920,-200,7.4,875,75,915,80,1594,744,1.8,48.2
23:00:00,1.3,889,-200,6.4,831,74,956,79,1570,760,1.8,61.6
0:00:00,1.1,825,-200,4.1,715,35,1062,49,1462,613,2.3,77.2
1:00:00,0.7,758,-200,1.9,580,22,1215,36,1374,531,4.4,82.5
2:00:00,0.4,735,-200,1.4,533,-200,1338,-200,1350,493,7.7,78.8
3:00:00,0.2,719,-200,1.2,522,24,1385,40,1343,509,12.1,87.2
4:00:00,0.2,757,-200,2.2,596,30,1236,37,1381,560,15.0,81.5
5:00:00,0.3,890,-200,6.4,831,93,922,67,1594,826,14.5,74.0
6:00:00,0.9,1181,-200,18.5,1255,332,632,106,2002,1334,12.9,78.2
7:00:00,3.1,1332,-200,30.2,1556,387,523,134,2394,1660,12.1,77.8
8:00:00,5,1128,-200,14.2,1124,267,717,123,1832,1362,11.3,78.0
9:00:00,2.8,1128,-200,14.3,1126,269,725,136,1856,1316,11.4,76.2
10:00:00,2.8,1064,-200,12.6,1069,193,766,109,1766,1089,9.1,77.4
11:00:00,2.1,1139,-200,18.0,1240,239,702,144,1940,1129,8.1,73.3
12:00:00,3.1,1121,-200,17.1,1214,232,707,154,1912,1120,7.7,72.3
13:00:00,3,1032,-200,13.0,1083,152,776,126,1772,916,7.1,68.9
14:00:00,2.1,1040,-200,11.2,1022,115,826,98,1747,812,6.3,64.5
15:00:00,1.7,1076,-200,13.6,1105,169,762,120,1782,959,6.0,68.4
16:00:00,2.2,1177,-200,20.5,1310,226,656,145,2011,1189,5.5,69.2
17:00:00,3.5,1196,-200,20.2,1303,218,654,139,2017,1199,4.9,65.5
18:00:00,3.6,1204,-200,23.1,1381,245,623,148,2085,1283,4.1,65.6
19:00:00,4.1,1166,-200,20.3,1304,236,646,139,2016,1291,2.1,63.9
20:00:00,4,959,-200,9.3,949,104,857,93,1640,949,1.5,56.5
21:00:00,1.8,1004,-200,10.5,997,104,813,96,1726,1018,1.0,53.1
22:00:00,1.7,1050,-200,13.6,1105,144,729,104,1807,1122,0.8,50.8
23:00:00,2.4,965,-200,8.0,900,79,864,83,1631,968,1.3,55.8
0:00:00,1.2,849,-200,4.6,744,51,1004,66,1496,806,2.0,58.9
1:00:00,0.8,809,-200,3.2,666,38,1093,55,1455,714,4.1,62.8
2:00:00,0.5,777,-200,2.4,609,-200,1170,-200,1405,644,7.5,67.3
3:00:00,0.3,768,-200,2.1,591,24,1183,37,1402,606,9.0,66.5
4:00:00,-200,768,-200,2.2,597,30,1155,40,1396,606,9.2,70.1
5:00:00,0.4,917,-200,6.7,842,73,934,51,1656,819,9.3,67.1
6:00:00,1,1252,-200,23.1,1380,305,579,117,2210,1462,9.3,67.4
7:00:00,3.8,1224,-200,19.0,1268,295,605,110,2046,1478,9.7,73.8
8:00:00,3.2,1277,-200,20.1,1300,331,608,136,2090,1598,9.6,76.0
9:00:00,3.5,1149,-200,16.4,1192,304,672,152,1944,1449,8.6,75.4
10:00:00,3.2,1091,-200,13.0,1082,210,746,119,1790,1221,7.2,74.4
11:00:00,2.3,1053,-200,13.1,1087,163,763,106,1762,1023,6.4,74.3
12:00:00,2.2,1023,-200,11.8,1042,132,796,101,1711,910,6.0,72.8
13:00:00,2.1,1085,-200,12.7,1075,126,767,110,1786,913,5.5,67.7
14:00:00,1.9,1116,-200,14.1,1120,150,724,124,1854,1035,4.9,59.1
15:00:00,2.4,1111,-200,14.4,1131,171,735,137,1825,1085,4.2,73.1
16:00:00,2.5,1210,-200,20.7,1316,234,645,159,2030,1278,4.0,58.3
17:00:00,3.6,1250,-200,21.6,1339,251,616,152,2075,1383,3.7,47.1
18:00:00,3.9,1297,-200,24.2,1408,294,595,166,2134,1473,3.1,47.9
19:00:00,4.4,1313,-200,21.8,1345,300,603,163,2118,1507,2.6,46.2
20:00:00,4.8,1146,-200,13.0,1084,159,713,121,1829,1215,0.8,45.4
21:00:00,2.5,1199,-200,15.1,1152,176,685,125,1897,1242,1.2,46.1
22:00:00,2.8,1274,-200,16.6,1197,192,626,120,2023,1356,1.0,49.3
23:00:00,3.2,1243,-200,12.7,1072,152,675,103,1978,1195,0.6,53.1
0:00:00,2.6,1054,-200,8.6,923,63,783,64,1793,899,0.8,54.8
1:00:00,1.5,962,-200,5.3,778,35,929,44,1645,726,0.3,55.2
2:00:00,1,915,-200,3.6,690,-200,983,-200,1570,743,4.1,54.8
3:00:00,0.8,871,-200,2.8,639,21,1062,35,1528,684,8.0,57.2
4:00:00,0.6,877,-200,3.1,658,41,1047,46,1530,779,10.7,55.8
5:00:00,0.6,893,-200,3.7,696,48,1008,54,1548,801,11.1,52.1
6:00:00,0.7,1030,-200,6.9,851,102,824,68,1700,983,10.6,56.6
7:00:00,1.2,1059,-200,8.6,926,111,783,77,1750,989,10.3,59.1
8:00:00,1.5,1020,-200,7.1,860,93,864,74,1649,875,10.2,61.9
9:00:00,1.3,1045,-200,6.6,840,118,879,92,1656,807,9.2,59.1
10:00:00,1.6,1029,-200,7.2,866,93,874,83,1651,727,6.9,56.7
11:00:00,1.5,959,-200,5.0,763,56,976,58,1561,549,6.0,55.6
12:00:00,1.2,975,-200,5.7,798,51,939,55,1576,570,5.8,57.8
13:00:00,1.1,988,-200,6.0,813,52,927,61,1596,596,5.8,53.1
14:00:00,1.2,971,-200,6.1,818,59,942,65,1565,585,5.4,47.0
15:00:00,1.3,999,-200,8.0,899,62,869,74,1629,637,5.1,41.6
16:00:00,1.4,989,-200,7.8,889,85,889,89,1602,664,4.8,41.8
17:00:00,1.6,1075,-200,11.1,1020,109,802,103,1732,797,4.5,40.4
18:00:00,2.1,1190,-200,15.9,1177,168,695,128,1934,1046,4.3,42.8
19:00:00,3,1172,-200,13.7,1108,166,706,122,1878,1058,3.9,43.2
20:00:00,2.8,1256,-200,21.6,1340,149,594,125,2176,1214,3.8,40.8
21:00:00,3.8,1190,-200,16.8,1203,118,658,119,1967,1056,3.3,42.8
22:00:00,3.2,1249,-200,20.5,1310,160,601,126,2114,1280,3.6,43.3
23:00:00,4.1,1072,-200,14.1,1120,124,711,100,1838,1045,3.4,42.5
0:00:00,2.6,1035,-200,10.9,1011,95,750,94,1752,1039,2.9,42.2
1:00:00,2,839,-200,3.6,690,34,1030,52,1457,640,5.6,43.0
2:00:00,0.9,833,-200,3.3,671,-200,1061,-200,1482,705,7.5,42.7
3:00:00,0.7,804,-200,2.4,616,45,1144,64,1427,662,10.8,42.8
4:00:00,0.6,811,-200,3.0,651,35,1097,46,1442,579,12.9,43.5
5:00:00,0.6,1028,-200,8.9,934,141,818,88,1743,987,12.2,45.6
6:00:00,1.6,1138,-200,14.8,1141,199,671,104,1927,1197,12.0,44.5
7:00:00,2.6,1203,-200,16.2,1185,224,649,125,1968,1328,12.2,47.1
8:00:00,2.9,1193,-200,14.6,1136,245,667,151,1924,1370,12.0,45.9
9:00:00,2.8,1049,-200,8.0,898,153,858,113,1671,921,10.5,46.7
10:00:00,1.9,1090,-200,9.1,942,145,828,102,1713,876,8.7,47.8
11:00:00,1.9,1070,-200,10.0,976,130,808,108,1688,819,7.8,50.7
12:00:00,2.1,1014,-200,9.8,970,95,826,93,1684,763,7.2,49.7
13:00:00,1.9,972,-200,8.3,912,88,882,89,1596,675,7.1,39.5
14:00:00,1.6,951,-200,7.5,880,89,920,84,1539,637,7.1,34.8
15:00:00,1.6,1033,-200,11.7,1038,127,802,111,1690,826,7.2,30.7
16:00:00,2.1,983,-200,13.3,1094,149,817,115,1659,854,6.9,28.1
17:00:00,2.4,973,-200,14.4,1128,170,813,127,1642,894,7.0,28.7
18:00:00,2.8,1083,-200,17.9,1237,210,737,129,1786,1077,7.1,29.2
19:00:00,3.4,1062,-200,15.9,1176,230,763,140,1743,1121,6.9,28.6
20:00:00,3.4,1011,-200,14.2,1122,203,808,137,1680,1071,6.0,26.8
21:00:00,2.7,1054,-200,13.8,1110,174,765,130,1670,1167,6.4,28.3
22:00:00,2.6,1013,-200,11.7,1038,164,793,121,1598,1162,6.1,32.1
23:00:00,2.3,870,-200,6.2,823,76,975,79,1398,848,5.9,35.3
0:00:00,1.2,857,-200,5.1,769,52,1006,69,1390,759,6.0,37.1
1:00:00,1,835,-200,4.5,739,47,1036,61,1382,694,6.6,40.6
2:00:00,0.9,844,-200,4.9,759,-200,1005,-200,1409,848,8.7,43.4
3:00:00,1.1,763,-200,2.5,622,37,1129,58,1321,689,10.5,47.9
4:00:00,-200,769,-200,2.3,606,41,1171,58,1314,610,11.4,50.5
5:00:00,0.4,891,-200,5.5,790,74,960,70,1466,816,12.7,53.2
6:00:00,0.9,1037,-200,10.4,993,168,779,104,1680,1158,13.3,56.6
7:00:00,1.8,1090,-200,12.4,1065,176,728,109,1773,1228,13.9,59.8
8:00:00,2.2,1117,-200,14.0,1118,184,716,129,1791,1323,13.6,59.5
9:00:00,2.4,1109,-200,12.7,1074,187,761,144,1734,1274,-200,57.0
10:00:00,2.3,961,-200,9.0,939,118,912,101,1508,846,-200,60.8
11:00:00,1.6,985,-200,8.5,919,89,918,90,1540,737,-200,66.8
12:00:00,1.4,960,-200,8.2,909,70,910,86,1523,675,-200,60.0
13:00:00,1.4,927,-200,5.9,806,51,1013,69,1446,559,-200,48.0
14:00:00,1,958,-200,5.6,795,52,1002,65,1481,604,-200,35.7
15:00:00,1,1019,-200,6.7,842,70,935,73,1565,729,-200,28.5
16:00:00,1.2,1010,-200,6.1,816,80,955,73,1567,741,-200,24.7
17:00:00,1.3,1030,-200,6.7,844,90,917,78,1599,747,-200,28.6
18:00:00,1.5,1100,-200,9.2,946,111,827,98,1726,932,-200,28.5
19:00:00,1.9,1079,-200,8.2,909,107,861,99,1686,928,-200,26.1
20:00:00,1.8,1036,-200,7.0,859,73,900,83,1645,860,-200,22.4
21:00:00,1.4,1085,-200,9.5,959,75,827,88,1747,963,-200,25.4
22:00:00,1.7,1214,-200,15.1,1151,144,683,117,1938,1309,-200,31.4
23:00:00,2.7,1127,-200,11.7,1041,120,728,97,1830,1266,-200,38.1
0:00:00,2.1,1038,-200,9.3,950,71,776,75,1750,1181,-200,42.5
1:00:00,1.4,948,-200,6.4,829,40,873,53,1638,937,-200,46.4
2:00:00,1,953,-200,6.7,844,-200,848,-200,1685,995,-200,50.0
3:00:00,1,869,-200,4.2,723,34,975,45,1522,789,-200,53.6
4:00:00,0.8,809,-200,2.6,628,27,1127,42,1490,682,-200,53.8
5:00:00,0.5,833,-200,2.8,641,30,1088,44,1496,717,-200,53.0
6:00:00,0.6,857,-200,3.1,661,40,1083,50,1511,696,-200,57.6
7:00:00,0.6,966,-200,6.2,820,56,913,60,1634,807,-200,62.3
8:00:00,1,1063,-200,7.9,894,104,823,100,1688,1025,-200,63.5
9:00:00,1.6,1110,-200,10.5,996,121,782,111,1771,1090,-200,60.8
10:00:00,1.9,1055,-200,9.0,941,100,844,110,1648,932,-200,63.5
11:00:00,1.7,939,-200,6.3,828,59,991,74,1486,639,-200,65.6
12:00:00,1.1,816,-200,3.5,684,42,1195,56,1285,467,-200,60.6
13:00:00,0.8,841,-200,4.0,712,38,1175,50,1339,476,-200,49.7
14:00:00,0.7,842,-200,4.2,722,40,1163,54,1294,490,-200,41.9
15:00:00,0.7,990,-200,6.9,852,70,967,90,1488,669,-200,34.0
16:00:00,1.2,1042,-200,7.9,894,95,916,109,1537,800,-200,30.8
17:00:00,1.6,1089,-200,7.9,893,90,879,110,1609,791,-200,30.2
18:00:00,1.6,1102,-200,10.3,990,90,799,103,1685,849,-200,29.3
19:00:00,1.7,1095,-200,10.5,996,111,799,120,1695,934,-200,27.4
20:00:00,2,1116,-200,12.7,1075,135,761,134,1784,1081,-200,23.2
21:00:00,2.3,1105,-200,11.9,1046,146,777,137,1751,1102,-200,23.0
22:00:00,2.4,1018,-200,9.3,950,100,830,99,1636,914,-200,29.2
23:00:00,1.7,991,-200,7.9,896,69,857,78,1616,926,-200,32.4
0:00:00,1.2,923,-200,5.0,765,47,952,63,1508,786,-200,31.7
1:00:00,1,874,-200,3.4,679,26,1049,41,1444,619,-200,33.7
2:00:00,0.6,846,-200,3.2,662,-200,1068,-200,1464,633,-200,38.1
3:00:00,0.5,838,-200,2.7,632,24,1079,39,1438,634,-200,43.0
4:00:00,0.4,827,-200,3.1,656,55,1075,60,1447,722,-200,44.7
5:00:00,0.5,901,-200,5.0,763,47,984,54,1552,717,-200,47.7
6:00:00,0.7,1291,-200,20.7,1316,209,603,119,2172,1445,-200,49.8
7:00:00,3.2,1441,-200,32.4,1606,348,503,159,2568,1786,-200,51.4
8:00:00,5.6,1363,-200,24.2,1410,337,565,182,2199,1791,-200,55.9
9:00:00,4.6,1218,-200,16.6,1198,280,671,183,1907,1413,-200,63.0
10:00:00,3.3,1132,-200,13.2,1091,169,751,144,1795,1092,-200,65.5
11:00:00,2.1,1103,-200,12.3,1060,126,770,118,1748,940,-200,66.1
12:00:00,1.9,1081,-200,12.1,1053,108,770,106,1773,883,-200,60.7
13:00:00,1.9,1079,-200,11.1,1018,93,793,97,1739,850,-200,51.4
14:00:00,1.6,1167,-200,13.1,1087,112,741,129,1820,928,-200,44.2
15:00:00,2,1148,-200,11.6,1037,110,772,130,1720,835,-200,39.0
16:00:00,1.8,1221,-200,17.7,1230,188,670,163,1905,1157,-200,35.1
17:00:00,2.9,1255,-200,19.5,1283,203,640,160,2023,1232,-200,36.4
18:00:00,3.4,1245,-200,19.7,1287,167,635,140,2067,1288,-200,37.9
19:00:00,3.1,1162,-200,15.1,1151,116,687,115,1912,1143,-200,34.9
20:00:00,2.5,1079,-200,11.1,1020,89,754,92,1760,1014,-200,31.4
21:00:00,1.8,1091,-200,11.7,1038,103,744,99,1786,1088,-200,31.4
22:00:00,1.8,1085,-200,11.7,1039,100,745,96,1790,1092,-200,37.2
23:00:00,2,1050,-200,9.7,966,86,780,80,1748,1090,-200,42.3
0:00:00,1.5,941,-200,6.0,814,52,873,65,1592,979,-200,49.0
1:00:00,0.8,891,-200,3.9,705,27,980,46,1534,806,-200,53.6
2:00:00,0.4,842,-200,2.6,624,-200,1080,-200,1480,712,-200,55.8
3:00:00,0.3,850,-200,2.8,639,35,1048,57,1519,853,-200,58.4
4:00:00,-200,863,-200,3.0,652,42,1055,54,1504,816,-200,56.3
5:00:00,0.5,956,-200,5.4,784,57,928,62,1634,934,-200,61.3
6:00:00,0.7,1384,-200,23.5,1391,228,552,102,2316,1548,-200,54.0
7:00:00,3.4,1502,-200,33.5,1631,350,459,140,2622,1858,-200,65.3
8:00:00,5.7,1219,-200,15.5,1163,232,642,121,1963,1410,-200,70.8
9:00:00,3.2,1237,-200,15.3,1157,206,663,132,1968,1334,-200,72.5
10:00:00,2.7,1181,-200,12.8,1078,159,706,122,1870,1140,-200,71.0
11:00:00,2.1,1251,-200,15.2,1154,184,682,148,1955,1111,-200,68.9
12:00:00,2.8,1214,-200,15.7,1170,136,681,133,1963,1054,-200,62.7
13:00:00,2.5,1166,-200,12.3,1062,124,726,130,1825,924,8.5,52.0
14:00:00,2.1,1226,-200,15.3,1157,133,683,141,1912,1041,8.3,42.7
15:00:00,2.5,1265,-200,17.6,1229,156,636,172,2040,1282,7.1,36.7
16:00:00,2.7,1317,-200,21.5,1338,200,593,198,2132,1362,5.8,32.0
17:00:00,3.7,1372,-200,23.2,1382,202,568,181,2268,1441,5.3,37.0
18:00:00,3.7,1443,-200,25.6,1443,286,543,202,2332,1559,5.0,37.3
19:00:00,4.6,1200,-200,14.3,1126,141,664,120,1979,1198,5.0,32.9
20:00:00,2.6,1216,-200,14.4,1130,117,655,115,1994,1246,5.1,27.7
21:00:00,2.5,1160,-200,12.6,1070,110,687,112,1929,1192,4.1,28.8
22:00:00,2.3,1194,-200,13.7,1106,100,667,97,1985,1194,4.6,39.0
23:00:00,2.2,1199,-200,13.1,1087,112,658,100,1954,1252,5.2,43.3
0:00:00,2.5,965,-200,6.1,818,35,844,47,1681,777,6.0,54.0
1:00:00,0.9,961,-200,5.8,801,33,850,44,1683,798,7.1,59.9
2:00:00,0.8,901,-200,3.7,697,-200,952,-200,1586,800,7.8,62.6
3:00:00,0.7,864,-200,2.6,629,28,1052,42,1558,728,9.0,62.0
4:00:00,0.5,952,-200,4.6,742,49,892,57,1656,953,10.0,64.9
5:00:00,0.7,1009,-200,7.4,875,81,797,61,1738,1060,10.8,68.5
6:00:00,0.9,1225,-200,15.2,1155,178,643,106,1992,1338,11.0,63.0
7:00:00,2.2,1245,-200,16.7,1202,223,628,136,2039,1622,11.0,59.9
8:00:00,2.8,1265,-200,17.0,1209,290,638,157,2015,1812,10.9,63.8
9:00:00,2.9,1276,-200,18.0,1241,274,642,171,2024,1784,11.1,57.5
10:00:00,2.9,1232,-200,16.1,1183,278,675,190,1920,1509,11.0,63.2
11:00:00,3,1193,-200,13.4,1097,152,698,155,1832,1139,11.0,63.5
12:00:00,2.5,1162,-200,14.0,1117,118,700,139,1857,1044,11.4,54.4
13:00:00,2.3,1126,-200,13.4,1097,141,723,152,1810,1015,11.1,50.8
14:00:00,2.1,1089,-200,10.4,993,131,801,143,1675,825,10.2,48.1
15:00:00,1.9,1134,-200,12.7,1073,171,747,168,1765,1022,10.1,47.3
16:00:00,2.3,1388,-200,24.5,1418,287,568,226,2250,1913,9.9,39.5
17:00:00,4.2,1506,-200,27.8,1499,267,506,207,2485,2043,9.4,39.6
18:00:00,4.9,1352,-200,23.3,1385,280,563,197,2205,1661,9.4,38.0
19:00:00,4.9,1217,-200,17.6,1227,224,641,158,2040,1404,9.6,37.2
20:00:00,3.5,1149,-200,14.5,1132,137,688,124,1936,1233,8.9,34.9
21:00:00,2.5,1156,-200,14.4,1129,118,688,110,1941,1181,8.5,34.8
22:00:00,2.5,1180,-200,14.2,1122,128,678,112,1921,1272,8.3,40.5
23:00:00,2.6,1109,-200,12.9,1080,111,696,102,1874,1190,8.1,45.9
0:00:00,2.3,1032,-200,9.9,974,66,763,77,1800,982,8.7,48.7
1:00:00,1.5,893,-200,5.1,767,36,918,50,1607,805,9.5,50.5
2:00:00,0.9,848,-200,2.8,642,-200,1079,-200,1536,654,11.0,50.7
3:00:00,0.6,850,-200,3.2,664,31,1038,40,1568,727,14.1,53.7
4:00:00,0.6,938,-200,5.4,782,75,879,66,1685,1001,16.3,53.7
5:00:00,0.8,948,-200,6.4,828,66,858,60,1711,994,18.7,57.9
6:00:00,0.9,1225,-200,17.1,1214,154,625,85,2090,1322,19.5,55.8
7:00:00,2.4,1380,-200,22.3,1359,239,538,120,2337,1617,19.9,53.8
8:00:00,3.9,1276,-200,14.6,1138,246,628,134,2021,1430,19.4,59.9
9:00:00,2.9,1246,-200,13.3,1093,261,667,149,1942,1357,17.1,63.0
10:00:00,2.7,1141,-200,10.5,996,179,767,125,1805,994,15.5,62.2
11:00:00,2,1199,-200,14.2,1124,159,680,132,1940,1054,14.8,61.6
12:00:00,2.4,1156,-200,12.2,1056,111,710,114,1842,945,13.9,60.2
13:00:00,2,1158,-200,10.1,983,101,751,110,1803,808,13.7,56.4
14:00:00,1.8,1163,-200,11.7,1039,118,723,121,1814,888,12.5,49.5
15:00:00,1.9,1078,-200,10.9,1009,120,767,127,1730,787,11.8,44.3
16:00:00,1.8,1244,-200,17.3,1219,177,651,157,1949,1077,10.9,46.0
17:00:00,2.9,1236,-200,18.0,1239,186,637,169,1986,1106,10.1,48.7
18:00:00,3.3,1364,-200,22.9,1376,235,580,179,2168,1356,9.8,48.3
19:00:00,4.4,1193,-200,16.5,1196,195,675,149,1888,1152,8.4,47.8
20:00:00,3.4,1078,-200,10.2,985,106,778,111,1697,925,8.3,49.2
21:00:00,1.9,1140,-200,11.6,1035,107,726,112,1779,1059,7.7,75.4
22:00:00,2.1,1239,-200,14.3,1127,134,648,120,1930,1201,6.9,73.9
23:00:00,2.5,1171,-200,13.3,1093,117,669,105,1862,1205,9.0,75.7
0:00:00,2.3,1065,-200,10.0,977,83,736,90,1733,1103,9.4,76.6
1:00:00,1.7,1024,-200,7.6,882,77,791,87,1662,1072,10.3,75.4
2:00:00,1.5,873,-200,3.4,679,-200,1010,-200,1501,713,11.5,60.5
3:00:00,0.8,874,-200,3.3,668,37,1043,54,1513,737,11.7,50.9
4:00:00,-200,887,-200,2.9,647,50,1046,61,1500,740,11.8,50.0
5:00:00,0.5,993,-200,5.6,795,60,888,63,1629,770,12.0,53.6
6:00:00,0.8,1299,-200,17.5,1225,179,620,102,2077,1327,13.7,53.9
7:00:00,2.6,1529,-200,29.0,1526,300,476,149,2559,1763,12.6,52.4
8:00:00,4.9,1320,-200,17.0,1210,263,595,147,2052,1477,13.0,53.1
9:00:00,2.9,1226,-200,15.6,1168,265,650,158,1952,1311,13.6,53.7
10:00:00,2.8,1105,-200,10.1,980,164,777,112,1745,980,11.8,53.3
11:00:00,1.8,1160,-200,11.7,1040,122,720,108,1810,961,10.7,52.7
12:00:00,1.8,1125,-200,12.0,1051,125,730,120,1771,923,10.4,51.1
13:00:00,1.9,1099,-200,11.0,1015,125,763,117,1732,839,9.7,47.7
14:00:00,1.7,1124,-200,11.2,1021,115,745,119,1735,827,9.4,41.9
15:00:00,1.7,1105,-200,10.5,995,162,778,149,1681,821,8.8,37.0
16:00:00,1.9,1035,-200,11.8,1043,149,804,174,1647,749,8.7,34.8
17:00:00,2.1,1065,-200,13.8,1110,161,757,163,1691,871,8.5,31.2
18:00:00,2.4,1051,-200,17.3,1220,201,739,161,1729,1077,8.0,31.1
19:00:00,3,1073,-200,14.2,1124,209,752,154,1688,1175,7.1,28.6
20:00:00,2.8,1008,-200,10.7,1004,133,817,124,1588,1125,6.9,24.8
21:00:00,1.9,1090,-200,12.7,1073,133,745,122,1693,1124,6.9,27.7
22:00:00,2.1,1048,-200,10.1,983,134,780,119,1643,1064,6.1,30.3
23:00:00,1.8,1131,-200,13.1,1087,164,705,131,1738,1240,6.0,33.0
0:00:00,2.5,953,-200,7.4,874,72,854,84,1528,899,6.1,32.3
1:00:00,1.1,897,-200,4.6,745,50,968,77,1461,807,6.5,33.2
2:00:00,0.7,900,-200,4.7,750,-200,932,-200,1494,817,9.4,36.5
3:00:00,0.7,828,-200,2.8,639,27,1077,41,1371,573,11.3,39.9
4:00:00,0.4,892,-200,4.5,739,74,964,68,1479,768,12.8,43.0
5:00:00,0.7,914,-200,5.9,809,69,912,69,1530,807,12.3,52.2
6:00:00,0.7,1096,-200,11.1,1017,162,722,101,1743,1204,12.0,51.9
7:00:00,1.8,1173,-200,14.4,1130,208,648,120,1885,1401,11.9,59.4
8:00:00,2.3,1125,-200,11.1,1016,168,712,124,1725,1256,12.1,59.9
9:00:00,1.9,1079,-200,9.9,976,139,781,113,1669,999,11.5,63.2
10:00:00,1.7,974,-200,8.8,930,104,872,97,1536,712,10.4,57.6
11:00:00,1.3,977,-200,9.9,973,99,865,94,1550,712,9.5,63.2
12:00:00,1.5,912,-200,7.4,873,89,946,86,1436,614,8.9,56.4
13:00:00,1.3,896,-200,6.1,817,57,992,70,1426,554,8.2,38.6
14:00:00,0.8,896,-200,6.2,822,64,1002,70,1391,722,7.4,33.4
15:00:00,0.8,956,-200,7.1,862,65,930,82,1479,636,6.6,32.2
16:00:00,1.1,970,-200,8.0,900,79,909,93,1524,664,6.3,30.2
17:00:00,1.2,929,-200,7.3,869,80,942,89,1454,624,5.2,30.4
18:00:00,1.2,947,-200,8.7,926,81,905,90,1484,659,4.4,30.5
19:00:00,1.4,1003,-200,7.5,880,59,864,67,1537,695,4.0,29.5
20:00:00,1.1,1045,-200,9.0,940,90,822,94,1658,920,3.3,27.1
21:00:00,1.5,1125,-200,11.6,1035,122,728,109,1726,1150,3.2,27.0
22:00:00,2,1138,-200,10.2,985,120,742,103,1710,1141,3.6,31.4
23:00:00,1.9,1217,-200,12.3,1060,126,660,101,1840,1227,3.5,35.5
0:00:00,2.2,983,-200,6.4,831,68,847,71,1585,887,5.2,36.3
1:00:00,1.1,1007,-200,7.2,864,65,816,71,1639,987,7.8,39.7
2:00:00,1.1,957,-200,6.1,816,-200,846,-200,1613,903,8.9,42.7
3:00:00,0.8,914,-200,4.3,725,38,949,49,1550,780,9.1,47.6
4:00:00,0.6,886,-200,3.8,702,31,971,43,1528,767,9.1,51.3
5:00:00,0.6,899,-200,4.0,708,40,972,44,1559,780,9.6,55.2
6:00:00,0.6,942,-200,4.2,723,36,968,42,1573,698,8.5,58.9
7:00:00,0.6,1022,-200,6.1,817,64,835,69,1669,821,9.3,61.0
8:00:00,1.1,1009,-200,6.0,810,56,859,65,1634,772,8.9,62.6
9:00:00,1,1025,-200,5.9,809,56,877,68,1606,690,8.2,61.7
10:00:00,1,977,-200,5.4,783,43,939,58,1543,586,7.4,60.3
11:00:00,1,936,-200,4.9,757,40,1007,52,1459,523,7.0,57.7
12:00:00,0.8,884,-200,3.9,703,34,1076,46,1394,488,6.6,50.3
13:00:00,0.7,809,-200,3.2,664,28,1185,40,1270,427,5.9,40.2
14:00:00,0.4,852,-200,4.1,718,32,1109,47,1307,468,5.0,33.6
15:00:00,0.5,872,-200,4.0,708,39,1106,56,1331,489,5.8,29.6
16:00:00,0.6,839,-200,4.8,752,52,1102,64,1298,515,5.4,30.7
17:00:00,0.7,854,-200,5.5,788,60,1064,71,1310,562,5.7,29.5
18:00:00,0.9,971,-200,9.1,942,104,900,103,1541,776,5.7,27.0
19:00:00,1.6,985,-200,9.1,944,102,866,97,1541,833,5.8,28.3
20:00:00,1.6,1027,-200,10.1,981,120,817,108,1631,1023,5.7,27.2
21:00:00,1.7,1012,-200,7.4,876,89,853,87,1580,967,6.9,25.8
22:00:00,1.3,1086,-200,9.9,973,121,766,104,1656,1089,6.9,29.2
23:00:00,1.9,1025,-200,9.0,939,107,790,93,1635,1103,6.4,32.5
0:00:00,1.5,848,-200,3.7,692,41,1034,55,1412,734,6.6,36.8
1:00:00,0.6,839,-200,3.0,652,34,1075,49,1405,671,7.7,39.9
2:00:00,0.4,814,-200,2.5,618,-200,1097,-200,1400,696,10.1,42.8
3:00:00,0.3,816,-200,2.6,624,41,1073,56,1422,729,9.0,46.6
4:00:00,-200,799,-200,2.4,613,38,1120,43,1387,641,8.7,46.8
5:00:00,0.4,879,-200,5.6,792,59,906,57,1521,825,8.3,51.9
6:00:00,0.7,1104,-200,14.3,1125,165,697,80,1815,1179,8.9,52.8
7:00:00,2,1344,-200,27.7,1496,287,519,134,2311,1651,8.9,54.5
8:00:00,3.9,1226,-200,19.1,1272,317,632,157,1901,1474,9.0,59.8
9:00:00,3.6,1157,-200,15.9,1176,330,691,175,1779,1370,9.3,62.7
10:00:00,3.2,1059,-200,12.3,1060,204,798,147,1638,1141,8.4,62.6
11:00:00,2.2,1076,-200,12.2,1057,189,778,140,1633,1076,7.6,58.2
12:00:00,2.2,1066,-200,11.7,1041,165,783,137,1641,1036,7.4,55.7
13:00:00,2.1,1049,-200,10.4,994,139,813,123,1580,881,7.4,45.7
14:00:00,1.8,1097,-200,12.7,1074,156,776,138,1671,960,6.9,37.2
15:00:00,2,1087,-200,11.1,1018,130,791,132,1624,883,7.1,29.8
16:00:00,1.8,1269,-200,19.0,1269,173,633,174,1942,1221,6.9,26.4
17:00:00,3,1328,-200,24.1,1405,302,584,203,2072,1518,6.8,26.8
18:00:00,4.3,1200,-200,19.1,1270,239,654,176,1906,1264,6.3,24.8
19:00:00,3.5,1098,-200,13.6,1105,139,732,125,1768,1061,5.6,24.4
