nr,i1_legid,i1_rcs_p,i1_rcs_e,i1_dep_1_p,i1_dep_1_e,i1_dep_1_place,i1_rcf_1_p,i1_rcf_1_e,i1_rcf_1_place,i1_dep_2_p,i1_dep_2_e,i1_dep_2_place,i1_rcf_2_p,i1_rcf_2_e,i1_rcf_2_place,i1_dep_3_p,i1_dep_3_e,i1_dep_3_place,i1_rcf_3_p,i1_rcf_3_e,i1_rcf_3_place,i1_dlv_p,i1_dlv_e,i1_hops,i2_legid,i2_rcs_p,i2_rcs_e,i2_dep_1_p,i2_dep_1_e,i2_dep_1_place,i2_rcf_1_p,i2_rcf_1_e,i2_rcf_1_place,i2_dep_2_p,i2_dep_2_e,i2_dep_2_place,i2_rcf_2_p,i2_rcf_2_e,i2_rcf_2_place,i2_dep_3_p,i2_dep_3_e,i2_dep_3_place,i2_rcf_3_p,i2_rcf_3_e,i2_rcf_3_place,i2_dlv_p,i2_dlv_e,i2_hops,i3_legid,i3_rcs_p,i3_rcs_e,i3_dep_1_p,i3_dep_1_e,i3_dep_1_place,i3_rcf_1_p,i3_rcf_1_e,i3_rcf_1_place,i3_dep_2_p,i3_dep_2_e,i3_dep_2_place,i3_rcf_2_p,i3_rcf_2_e,i3_rcf_2_place,i3_dep_3_p,i3_dep_3_e,i3_dep_3_place,i3_rcf_3_p,i3_rcf_3_e,i3_rcf_3_place,i3_dlv_p,i3_dlv_e,i3_hops,o_legid,o_rcs_p,o_rcs_e,o_dep_1_p,o_dep_1_e,o_dep_1_place,o_rcf_1_p,o_rcf_1_e,o_rcf_1_place,o_dep_2_p,o_dep_2_e,o_dep_2_place,o_rcf_2_p,o_rcf_2_e,o_rcf_2_place,o_dep_3_p,o_dep_3_e,o_dep_3_place,o_rcf_3_p,o_rcf_3_e,o_rcf_3_place,o_dlv_p,o_dlv_e,o_hops,legs
885,1511,1109,102,90,1038,815,1210,953,700,0,0,0,0,0,0,0,0,0,0,0,0,3780,21,1,9568,2151,1767,90,414,299,820,550,700,0,0,0,0,0,0,0,0,0,0,0,0,3780,128,1,12022,1545,348,90,1260,128,1230,949,700,0,0,0,0,0,0,0,0,0,0,0,0,3780,67,1,8741,4696,4508,90,213,700,765,421,403,0,0,0,0,0,0,0,0,0,0,0,0,3780,1029,1,3
886,13126,692,514,150,270,485,100,19,815,120,162,815,260,83,236,0,0,0,0,0,0,5220,6,2,13211,705,346,300,605,485,280,145,815,1080,1208,815,290,107,236,0,0,0,0,0,0,5100,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8412,8115,6877,120,1298,236,420,150,815,460,732,815,945,801,403,0,0,0,0,0,0,5160,845,2,2
887,5906,1746,1496,90,266,456,905,505,700,0,0,0,0,0,0,0,0,0,0,0,0,3780,623,1,1991,33718,33485,90,265,113,1130,716,700,0,0,0,0,0,0,0,0,0,0,0,0,3780,367,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10732,2820,2326,90,527,700,880,514,597,0,0,0,0,0,0,0,0,0,0,0,0,3780,5645,1,2
888,13460,538,365,240,390,485,390,173,128,0,0,0,0,0,0,0,0,0,0,0,0,3960,149,1,4750,557,37,240,711,815,215,168,128,0,0,0,0,0,0,0,0,0,0,0,0,4890,17,1,8570,2809,2742,240,273,411,855,849,128,0,0,0,0,0,0,0,0,0,0,0,0,3960,210,1,11275,662,92,240,772,128,810,634,609,0,0,0,0,0,0,0,0,0,0,0,0,3960,174,1,3
889,1822,1907,373,90,1599,431,1745,1402,700,0,0,0,0,0,0,0,0,0,0,0,0,3780,73,1,8738,1230,190,90,1070,815,1220,1024,700,0,0,0,0,0,0,0,0,0,0,0,0,3780,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2292,2618,1471,90,1195,700,720,289,245,0,0,0,0,0,0,0,0,0,0,0,0,3780,4523,1,2
890,8497,1976,1684,90,347,413,860,596,700,0,0,0,0,0,0,0,0,0,0,0,0,3780,2200,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8760,2294,1610,90,726,700,605,198,698,0,0,0,0,0,0,0,0,0,0,0,0,3780,6069,1,1
891,10575,186,118,135,140,815,930,747,476,0,0,0,0,0,0,0,0,0,0,0,0,7050,369,1,12200,15931,15456,240,676,128,960,643,476,0,0,0,0,0,0,0,0,0,0,0,0,3960,1450,1,9982,1049,101,240,1139,815,940,804,476,0,0,0,0,0,0,0,0,0,0,0,0,6990,4064,1,1824,3066,1384,90,269,476,1525,1200,700,390,2160,700,945,666,742,0,0,0,0,0,0,3780,1429,2,3
892,10724,4508,76,420,4779,349,2628,2550,727,0,0,0,0,0,0,0,0,0,0,0,0,402,3016,1,6700,148,76,150,202,128,115,530,727,0,0,0,0,0,0,0,0,0,0,0,0,4230,224,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9114,704,56,150,742,727,150,165,128,0,0,0,0,0,0,0,0,0,0,0,0,4200,342,1,2
893,208,1512,1151,300,595,609,820,729,815,0,0,0,0,0,0,0,0,0,0,0,0,5315,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4751,903,49,240,1030,815,215,136,774,0,0,0,0,0,0,0,0,0,0,0,0,6810,84,1,1
894,3745,257,136,270,350,349,1100,1015,597,0,0,0,0,0,0,0,0,0,0,0,0,335,3574,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12031,263,192,250,276,597,915,953,349,0,0,0,0,0,0,0,0,0,0,0,0,550,1457,1,1
895,4927,158,40,150,203,431,795,485,815,0,0,0,0,0,0,0,0,0,0,0,0,2880,81,1,9565,1141,1119,150,111,614,455,182,815,0,0,0,0,0,0,0,0,0,0,0,0,3565,847,1,11000,1001,340,240,841,281,415,251,815,0,0,0,0,0,0,0,0,0,0,0,0,5160,22,1,3536,180,175,135,79,815,280,126,485,0,0,0,0,0,0,0,0,0,0,0,0,5160,283,1,3
896,12016,333,98,640,815,411,830,820,349,0,0,0,0,0,0,0,0,0,0,0,0,550,2044,1,6043,690,227,360,800,700,1130,976,481,75,179,481,120,124,349,0,0,0,0,0,0,550,1458,2,11505,1951,1491,420,835,341,980,1085,349,0,0,0,0,0,0,0,0,0,0,0,0,550,376,1,4832,2854,1002,420,2228,349,691,659,136,0,0,0,0,0,0,0,0,0,0,0,0,609,4896,1,3
897,11009,17,27,150,80,281,410,188,815,0,0,0,0,0,0,0,0,0,0,0,0,3450,747,1,11260,2132,2063,180,195,206,835,602,815,0,0,0,0,0,0,0,0,0,0,0,0,4065,553,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4300,852,101,240,934,815,535,264,243,0,0,0,0,0,0,0,0,0,0,0,0,2880,11510,1,2
898,6017,1499,431,150,1191,413,700,691,128,1095,1117,128,690,599,667,0,0,0,0,0,0,4230,5660,2,6068,1528,1406,150,237,413,730,717,128,1005,1039,128,705,618,667,0,0,0,0,0,0,4230,2925,2,5238,434,410,150,121,770,390,142,128,600,870,128,765,665,667,0,0,0,0,0,0,4170,3105,2,201,146,56,300,337,667,835,333,555,890,1391,555,2905,888,353,0,0,0,0,0,0,1440,4336,2,3
899,513,820,210,150,705,391,100,147,128,570,530,128,660,737,671,0,0,0,0,0,0,4230,1219,2,3460,1416,229,240,1377,815,1020,873,671,0,0,0,0,0,0,0,0,0,0,0,0,4680,354,1,13573,913,283,150,726,391,95,164,128,585,522,128,665,666,671,0,0,0,0,0,0,4230,1233,2,997,2052,768,180,1404,671,915,827,571,0,0,0,0,0,0,0,0,0,0,0,0,360,539,1,3
900,5145,1574,1630,420,334,349,1069,840,456,0,0,0,0,0,0,0,0,0,0,0,0,356,4855,1,3615,460,125,270,967,349,1170,1130,456,0,0,0,0,0,0,0,0,0,0,0,0,435,4768,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14574,3357,127,240,3722,456,1195,889,349,2785,2924,349,2337,810,778,0,0,0,0,0,0,918,754,2,2
901,1279,210,274,240,106,610,840,543,281,0,0,0,0,0,0,0,0,0,0,0,0,4020,865,1,12155,1758,1517,150,363,809,725,485,128,135,359,128,110,455,281,0,0,0,0,0,0,4230,746,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10114,674,333,90,421,281,1365,1077,700,0,0,0,0,0,0,0,0,0,0,0,0,3780,100,1,2
902,816,130,7,300,379,308,830,743,690,0,0,0,0,0,0,0,0,0,0,0,0,2940,169,1,13379,12705,11565,180,1270,304,360,174,308,330,533,308,885,864,690,0,0,0,0,0,0,2940,139,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12788,1765,1696,300,326,690,975,683,809,385,692,809,896,368,800,0,0,0,0,0,0,3720,2411,2,2
903,10256,149,149,240,193,798,740,639,815,0,0,0,0,0,0,0,0,0,0,0,0,7030,48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4067,1292,36,240,1437,815,195,181,233,0,0,0,0,0,0,0,0,0,0,0,0,5220,922,1,1
904,1385,20219,19272,90,974,815,1220,1026,700,0,0,0,0,0,0,0,0,0,0,0,0,3780,75,1,1479,1208,170,90,1072,815,1210,1005,700,0,0,0,0,0,0,0,0,0,0,0,0,3780,16,1,150,13664,13271,90,411,349,1215,822,700,0,0,0,0,0,0,0,0,0,0,0,0,3780,256,1,6403,1365,644,90,776,700,800,396,671,0,0,0,0,0,0,0,0,0,0,0,0,3780,1668,1,3
905,6788,472,162,90,337,485,1240,875,700,0,0,0,0,0,0,0,0,0,0,0,0,3780,134,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8794,2249,1832,90,451,700,1285,954,256,0,0,0,0,0,0,0,0,0,0,0,0,3780,1667,1,1
906,14291,1205,570,90,663,700,535,152,468,0,0,0,0,0,0,0,0,0,0,0,0,3780,43,1,13198,1049,299,90,781,700,535,135,468,0,0,0,0,0,0,0,0,0,0,0,0,3780,2851,1,11177,561,199,420,741,349,1114,995,468,0,0,0,0,0,0,0,0,0,0,0,0,341,1022,1,9469,263,334,180,54,468,965,1140,349,0,0,0,0,0,0,0,0,0,0,0,0,385,820,1,3
907,1028,1947,1898,240,1420,485,1140,1473,256,1830,321,256,1080,824,671,0,0,0,0,0,0,3840,1421,2,6340,692,80,150,726,571,140,269,128,1910,1785,128,660,699,671,0,0,0,0,0,0,4230,1158,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12098,938,584,180,474,671,930,949,349,0,0,0,0,0,0,0,0,0,0,0,0,550,5145,1,2
908,5032,1104,149,180,1075,597,1050,996,815,0,0,0,0,0,0,0,0,0,0,0,0,5520,3038,1,5520,872,738,240,323,256,375,192,815,0,0,0,0,0,0,0,0,0,0,0,0,5315,812,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4252,179,24,135,243,815,280,139,485,0,0,0,0,0,0,0,0,0,0,0,0,5160,831,1,2
909,13260,435,164,185,396,609,525,546,281,0,0,0,0,0,0,0,0,0,0,0,0,2880,227,1,1239,340,183,150,147,556,690,128,281,0,0,0,0,0,0,0,0,0,0,0,0,3600,728,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9969,951,163,240,964,281,295,154,815,1000,1147,815,380,253,524,0,0,0,0,0,0,5460,9141,2,2
910,949,1030,612,180,595,671,910,914,349,0,0,0,0,0,0,0,0,0,0,0,0,550,4259,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3770,733,61,270,1057,349,1042,1005,671,0,0,0,0,0,0,0,0,0,0,0,0,333,70,1,1
911,4984,561,94,180,590,216,735,460,815,0,0,0,0,0,0,0,0,0,0,0,0,2880,108,1,9421,123,81,150,129,614,455,167,815,0,0,0,0,0,0,0,0,0,0,0,0,3565,857,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11052,833,89,240,924,815,540,493,243,0,0,0,0,0,0,0,0,0,0,0,0,2880,27012,1,2
912,8996,4590,2428,90,2247,441,725,705,579,0,0,0,0,0,0,0,0,0,0,0,0,3780,4579,1,8981,4590,2442,90,2233,441,725,705,579,0,0,0,0,0,0,0,0,0,0,0,0,3780,4581,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2870,271,66,90,431,579,1005,566,128,0,0,0,0,0,0,0,0,0,0,0,0,3780,227,1,2
913,12129,4499,3221,90,1310,128,1430,1246,700,0,0,0,0,0,0,0,0,0,0,0,0,3780,382,1,10688,1041,614,90,470,128,1225,962,700,0,0,0,0,0,0,0,0,0,0,0,0,4505,58544,1,6326,1229,989,90,702,485,1250,909,700,0,0,0,0,0,0,0,0,0,0,0,0,3780,158,1,11317,4875,4128,90,807,700,920,555,538,0,0,0,0,0,0,0,0,0,0,0,0,3780,573,1,3
914,1371,38053,34381,90,3702,815,1220,916,700,0,0,0,0,0,0,0,0,0,0,0,0,3780,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2081,1788,1551,90,265,700,805,562,206,0,0,0,0,0,0,0,0,0,0,0,0,3780,4860,1,1
915,9946,955,248,300,973,628,910,655,128,15,276,128,380,146,485,0,0,0,0,0,0,3960,1348,2,13377,180,162,300,275,308,780,642,485,0,0,0,0,0,0,0,0,0,0,0,0,1140,166,1,760,169,86,300,361,308,800,647,485,0,0,0,0,0,0,0,0,0,0,0,0,1140,781,1,13266,4665,4413,90,247,485,1655,1403,700,0,0,0,0,0,0,0,0,0,0,0,0,3780,1139,1,3
916,2720,1900,1549,90,378,485,1240,978,700,0,0,0,0,0,0,0,0,0,0,0,0,3780,1370,1,2327,1820,185,90,1775,431,1780,1431,700,0,0,0,0,0,0,0,0,0,0,0,0,3780,131,1,3182,1878,1222,90,690,431,1745,1487,700,0,0,0,0,0,0,0,0,0,0,0,0,3780,409,1,2199,1154,309,90,918,700,1750,1545,281,0,0,0,0,0,0,0,0,0,0,0,0,3780,334,1,3
917,2550,164,74,135,202,815,390,584,770,0,0,0,0,0,0,0,0,0,0,0,0,6110,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5285,85,53,150,134,770,110,114,128,1425,1450,128,955,1090,257,0,0,0,0,0,0,4230,2291,2,1
918,183,1577,1640,300,177,431,775,607,815,0,0,0,0,0,0,0,0,0,0,0,0,5320,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9284,5397,4045,90,1382,815,1220,931,700,0,0,0,0,0,0,0,0,0,0,0,0,3780,7,1,1
919,454,2383,1529,240,1041,789,1040,935,128,2750,2910,128,1260,1203,571,0,0,0,0,0,0,3960,2422,2,6630,2567,1399,180,1323,628,810,678,571,0,0,0,0,0,0,0,0,0,0,0,0,465,5028,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1414,791,263,150,632,571,140,179,128,330,287,128,245,99,361,0,0,0,0,0,0,4110,1094,2,2
920,7234,2999,421,240,2758,233,385,150,398,0,0,0,0,0,0,0,0,0,0,0,0,9760,1140,1,5279,189,174,180,153,770,200,120,128,780,864,128,265,173,398,0,0,0,0,0,0,4140,1259,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14323,3812,3077,150,833,398,180,198,128,355,354,128,775,644,561,0,0,0,0,0,0,4230,481,2,2
921,12282,590,157,180,553,515,700,737,815,940,914,815,205,160,233,0,0,0,0,0,0,5220,370,2,10409,1482,107,240,1679,798,695,586,128,940,889,128,510,464,233,0,0,0,0,0,0,3960,391,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7251,878,935,240,123,233,380,144,398,0,0,0,0,0,0,0,0,0,0,0,0,9700,3374,1,2
922,5065,535,299,420,613,349,1069,1052,456,0,0,0,0,0,0,0,0,0,0,0,0,356,5156,1,11171,438,144,420,654,349,1070,1035,456,0,0,0,0,0,0,0,0,0,0,0,0,355,5371,1,6873,113,43,240,269,128,970,721,456,0,0,0,0,0,0,0,0,0,0,0,0,3960,1559,1,2700,6665,5823,240,1040,456,1030,793,128,1355,1570,128,1620,803,770,0,0,0,0,0,0,3960,143,2,3
923,14179,2329,1915,90,443,299,820,542,700,60,342,700,795,345,671,0,0,0,0,0,0,3780,1465,2,9681,1040,682,420,727,349,1240,1139,671,0,0,0,0,0,0,0,0,0,0,0,0,335,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,1610,1240,300,691,671,1045,1148,609,0,0,0,0,0,0,0,0,0,0,0,0,1140,999,1,2
924,5179,3043,1344,90,1749,349,1340,1038,700,1635,1923,700,1280,980,113,0,0,0,0,0,0,3780,495,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12010,4901,4528,90,398,113,1105,780,700,0,0,0,0,0,0,0,0,0,0,0,0,3780,170,1,1
925,10910,195,206,240,176,815,285,202,485,0,0,0,0,0,0,0,0,0,0,0,0,5160,1668,1,4476,103,31,135,166,815,295,215,485,0,0,0,0,0,0,0,0,0,0,0,0,5160,118,1,3912,80,69,135,111,815,295,192,485,0,0,0,0,0,0,0,0,0,0,0,0,5160,134,1,13505,10734,9821,90,940,485,1250,965,700,1315,1612,700,890,642,108,0,0,0,0,0,0,3780,1266,2,3
926,566,940,136,150,888,610,170,456,128,0,0,0,0,0,0,0,0,0,0,0,0,2850,1373,1,5257,794,354,150,541,610,170,162,128,0,0,0,0,0,0,0,0,0,0,0,0,4200,1771,1,2949,299,154,90,265,579,1005,630,128,0,0,0,0,0,0,0,0,0,0,0,0,3780,131,1,10340,10119,8697,90,1452,128,1255,878,187,0,0,0,0,0,0,0,0,0,0,0,0,3780,19152,1,3
927,11668,644,84,150,671,485,400,186,815,0,0,0,0,0,0,0,0,0,0,0,0,3920,21,1,329,255,155,150,190,431,795,563,815,0,0,0,0,0,0,0,0,0,0,0,0,2880,2795,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10781,1217,59,240,1360,815,345,254,112,0,0,0,0,0,0,0,0,0,0,0,0,5220,9736,1,2
928,330,377,105,180,392,555,855,749,815,0,0,0,0,0,0,0,0,0,0,0,0,5310,2418,1,14037,621,83,150,631,174,1015,817,815,0,0,0,0,0,0,0,0,0,0,0,0,5600,2867,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9788,673,99,240,759,815,300,255,527,0,0,0,0,0,0,0,0,0,0,0,0,5100,521,1,2
929,12255,647,399,180,368,671,765,794,349,0,0,0,0,0,0,0,0,0,0,0,0,550,4432,1,7709,207,95,180,264,485,150,135,349,0,0,0,0,0,0,0,0,0,0,0,0,385,68,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9682,1310,424,510,1336,349,925,331,628,0,0,0,0,0,0,0,0,0,0,0,0,350,8838,1,2
930,7241,683,443,330,660,349,947,775,671,0,0,0,0,0,0,0,0,0,0,0,0,348,214,1,6537,861,441,150,522,571,410,206,128,200,407,128,720,747,671,0,0,0,0,0,0,4170,1256,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,952,2332,1803,180,666,671,900,889,349,0,0,0,0,0,0,0,0,0,0,0,0,550,3465,1,2
931,12735,5763,4947,90,841,128,1480,1259,700,1510,1738,700,800,351,671,0,0,0,0,0,0,3780,1708,2,2175,1452,810,90,688,700,800,340,671,0,0,0,0,0,0,0,0,0,0,0,0,3780,878,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,732,1560,1190,300,632,671,1045,939,609,0,0,0,0,0,0,0,0,0,0,0,0,1140,175,1,2
932,7517,1695,531,300,1422,308,825,738,690,0,0,0,0,0,0,0,0,0,0,0,0,2940,167,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1815,2855,2750,395,444,690,745,644,555,0,0,0,0,0,0,0,0,0,0,0,0,1560,3327,1,1
933,8952,107,46,240,418,128,970,711,456,0,0,0,0,0,0,0,0,0,0,0,0,3960,1363,1,6380,1652,420,240,1437,128,970,698,456,0,0,0,0,0,0,0,0,0,0,0,0,3960,137,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9648,3725,2941,240,974,456,1015,1642,128,820,196,128,375,287,770,0,0,0,0,0,0,4020,154,2,2
934,8988,878,173,180,854,149,1050,1217,431,0,0,0,0,0,0,0,0,0,0,0,0,6960,732,1,12609,2280,1851,300,681,256,710,542,431,0,0,0,0,0,0,0,0,0,0,0,0,4080,1078,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7395,3134,2988,300,425,431,2071,497,256,0,0,0,0,0,0,0,0,0,0,0,0,2625,1596,1,2
935,6575,917,317,150,712,571,410,214,128,200,394,128,720,725,671,0,0,0,0,0,0,4170,1093,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4459,3480,3327,90,193,671,800,444,700,310,659,700,585,207,257,0,0,0,0,0,0,3780,2435,2,1
936,4933,112,4,300,344,609,820,578,815,995,1219,815,240,130,228,0,0,0,0,0,0,5040,19,2,5035,1094,193,180,1021,597,1050,894,815,700,840,815,240,205,228,0,0,0,0,0,0,5160,16,2,5050,2489,185,180,2424,597,1050,1104,815,550,518,815,240,154,228,0,0,0,0,0,0,5040,49,2,6001,225,108,120,177,228,120,141,815,3550,3555,815,265,184,783,0,0,0,0,0,0,5100,159,2,3
937,1604,1398,281,90,1147,815,1210,979,700,0,0,0,0,0,0,0,0,0,0,0,0,3780,30,1,6436,7407,5982,90,1496,233,1365,1233,700,0,0,0,0,0,0,0,0,0,0,0,0,3780,7741,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9277,2816,2288,90,560,700,765,422,753,0,0,0,0,0,0,0,0,0,0,0,0,3780,1234,1,2
938,9385,182,160,150,117,614,455,190,815,0,0,0,0,0,0,0,0,0,0,0,0,3565,850,1,9381,116,38,150,168,614,455,202,815,0,0,0,0,0,0,0,0,0,0,0,0,3565,862,1,5053,1114,247,180,987,597,1050,999,815,0,0,0,0,0,0,0,0,0,0,0,0,5400,4496,1,10012,187,150,135,149,815,290,365,485,0,0,0,0,0,0,0,0,0,0,0,0,5160,17,1,3
939,1927,2734,2533,90,245,113,1130,730,700,0,0,0,0,0,0,0,0,0,0,0,0,3780,592,1,7982,1441,381,90,1123,281,1200,945,700,0,0,0,0,0,0,0,0,0,0,0,0,3780,626,1,2347,354,167,90,327,431,1780,1416,700,0,0,0,0,0,0,0,0,0,0,0,0,3780,14,1,3513,2202,1685,90,562,700,1240,1023,281,0,0,0,0,0,0,0,0,0,0,0,0,3780,2748,1,3
940,6757,959,716,240,457,128,1245,1166,441,0,0,0,0,0,0,0,0,0,0,0,0,3670,4495,1,8462,5945,5708,120,327,236,120,9,815,165,245,815,820,715,441,0,0,0,0,0,0,5040,54,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13294,662,322,240,550,441,970,884,128,1130,1219,128,925,748,296,0,0,0,0,0,0,3960,78786,2,2
941,3232,42824,42374,270,691,349,878,773,441,0,0,0,0,0,0,0,0,0,0,0,0,1217,1162,1,11506,4132,3160,1140,2068,341,985,1000,349,4445,4659,349,1382,733,441,0,0,0,0,0,0,713,846,2,13994,1274,648,240,836,128,1245,1208,441,0,0,0,0,0,0,0,0,0,0,0,0,3670,4534,1,13345,1848,1633,240,410,441,970,761,128,750,885,128,660,343,327,0,0,0,0,0,0,4020,4325,2,3
942,5137,3041,2842,420,577,349,1079,839,456,0,0,0,0,0,0,0,0,0,0,0,0,356,5003,1,5152,3416,2931,420,853,349,1069,902,456,0,0,0,0,0,0,0,0,0,0,0,0,356,6323,1,3751,434,287,420,502,349,1309,1127,456,0,0,0,0,0,0,0,0,0,0,0,0,356,7919,1,301,5468,4561,150,1001,456,1030,800,128,30,267,128,120,539,727,0,0,0,0,0,0,4230,317,2,3
943,13543,1529,279,240,1440,398,765,524,413,0,0,0,0,0,0,0,0,0,0,0,0,9700,324,1,356,2425,40,165,2505,128,1035,743,413,0,0,0,0,0,0,0,0,0,0,0,0,3960,151,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7161,1667,655,150,1127,413,700,739,128,895,856,128,230,405,423,0,0,0,0,0,0,4230,4039,2,2
944,13937,1423,1083,90,378,206,805,472,700,1740,2076,700,1060,818,113,0,0,0,0,0,0,3780,176,2,2363,1806,521,90,1310,411,1940,1685,700,435,722,700,1080,850,113,0,0,0,0,0,0,3780,2465,2,6749,5866,1690,90,4210,485,1240,904,700,2035,2380,700,1080,745,113,0,0,0,0,0,0,3780,135,2,2004,1076,976,90,124,113,1130,732,700,0,0,0,0,0,0,0,0,0,0,0,0,3780,618,1,3
945,9990,238,151,150,169,281,410,141,815,0,0,0,0,0,0,0,0,0,0,0,0,3135,3435,1,5281,83,31,150,142,485,400,146,815,0,0,0,0,0,0,0,0,0,0,0,0,3080,459,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9822,659,62,240,779,815,385,275,524,0,0,0,0,0,0,0,0,0,0,0,0,5460,217,1,2
946,9426,180,116,150,151,614,455,198,815,0,0,0,0,0,0,0,0,0,0,0,0,3565,849,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4761,43,35,135,93,815,295,195,485,0,0,0,0,0,0,0,0,0,0,0,0,5160,100,1,1
